order_id,order_datetime,customer_id,city,restaurant,cuisine,quantity,item_price,discount,gross_amount,revenue,delivery_time_min,status,rating
2044,2024-01-02 18:40:00,11276,Delhi,Karol Bagh Biryani,Biryani,3,320,0.02,960,941.39,41,Delivered,5.0
9822,2024-01-02 19:10:00,13257,Hyderabad,Nizam Bites,North Indian,2,280,0.02,560,550.17,32,Delivered,4.6
7945,2024-01-02 20:00:00,13507,Bengaluru,Pizza Hub BLR,Pizza,4,450,0.19,1800,1453.42,33,Delivered,4.4
4199,2024-01-02 20:50:00,12748,Pune,Burger Bay PNE,North Indian,2,280,0.09,560,509.2,48,Delivered,3.3
9569,2024-01-02 21:00:00,11425,Mumbai,Powai Chinese,South Indian,5,220,0.06,1100,1037.01,41,Delivered,3.6
5136,2024-01-02 21:20:00,11080,Delhi,CP Kitchen,South Indian,3,220,0.07,660,613.34,23,Cancelled,
10491,2024-01-02 21:40:00,13830,Bengaluru,Darshini Express,North Indian,4,280,0.09,1120,1013.92,41,Delivered,4.4
11433,2024-01-02 21:50:00,10256,Chennai,Adyar Ananda,South Indian,3,220,0.03,660,642.69,34,Delivered,4.0
5296,2024-01-02 21:50:00,11979,Hyderabad,Pizza Hub HYD,Pizza,2,450,0.17,900,743.03,44,Delivered,5.0
6744,2024-01-02 22:10:00,17689,Bengaluru,Pizza Hub BLR,North Indian,2,280,0.12,560,492.0,29,Delivered,4.5
2929,2024-01-02 22:10:00,17771,Mumbai,Pizza Hub BOM,Burgers,3,250,0.18,750,613.3,33,Delivered,4.1
11377,2024-01-02 22:20:00,17464,Chennai,Velachery Biryani,North Indian,4,280,0.07,1120,1039.69,45,Delivered,3.9
4804,2024-01-02 22:30:00,15624,Pune,Pizza Hub PNE,Burgers,3,250,0.12,750,662.55,42,Delivered,4.3
1758,2024-01-02 22:40:00,18526,Delhi,GK Desserts,South Indian,7,220,0.13,1540,1339.57,42,Delivered,4.2
196,2024-01-02 23:30:00,10353,Hyderabad,Nizam Bites,Chinese,4,300,0.16,1200,1009.74,21,Delivered,4.6
7602,2024-01-02 23:40:00,13872,Bengaluru,Darshini Express,North Indian,8,280,0.03,2240,2171.12,46,Delivered,4.1
10380,2024-01-03 00:10:00,18860,Chennai,T Nagar Chinese,Chinese,2,300,0.07,600,556.31,35,Delivered,4.4
10989,2024-01-03 01:10:00,19404,Hyderabad,Nizam Bites,South Indian,3,220,0.05,660,626.55,15,Delivered,5.0
4392,2024-01-03 03:00:00,18867,Chennai,Velachery Biryani,Biryani,3,320,0.05,960,908.12,39,Delivered,3.8
2166,2024-01-03 03:10:00,17065,Bengaluru,Koramangala Biryani Co,Chinese,1,300,0.14,300,257.96,26,Delivered,4.6
5647,2024-01-03 04:00:00,17181,Pune,Burger Bay PNE,Biryani,2,320,0.06,640,601.2,26,Delivered,3.8
9731,2024-01-03 04:20:00,10846,Chennai,Velachery Biryani,Chinese,3,300,0.07,900,839.26,25,Delivered,4.1
11669,2024-01-03 04:40:00,14426,Hyderabad,Bawarchi,Biryani,5,320,0.06,1600,1502.39,39,Delivered,4.6
3111,2024-01-03 04:40:00,17537,Hyderabad,Paradise,North Indian,4,280,0.12,1120,981.3,40,Delivered,4.3
8722,2024-01-03 04:50:00,11430,Pune,Burger Bay PNE,Chinese,2,300,0.09,600,546.04,23,Delivered,4.4
6791,2024-01-03 04:50:00,11913,Chennai,Adyar Ananda,South Indian,2,220,0.04,440,424.42,31,Delivered,4.3
10214,2024-01-03 04:50:00,14989,Pune,Burger Bay PNE,Biryani,6,320,0.1,1920,1732.57,37,Delivered,4.2
6190,2024-01-03 05:00:00,10673,Pune,Kothrud Chinese,North Indian,2,280,0.09,560,509.49,26,Delivered,4.0
11938,2024-01-03 05:10:00,12928,Chennai,Pizza Hub CHE,South Indian,3,220,0.08,660,604.52,39,Delivered,4.3
1715,2024-01-03 05:20:00,10681,Mumbai,BKC Biryani Works,North Indian,4,280,0.12,1120,990.39,38,Delivered,3.7
9634,2024-01-03 05:30:00,12085,Hyderabad,Chinese Bowl HYD,Biryani,2,320,0.03,640,620.64,26,Delivered,4.3
2091,2024-01-03 06:40:00,18823,Bengaluru,Pizza Hub BLR,Desserts,2,180,0.08,360,331.64,28,Delivered,3.9
10220,2024-01-03 07:20:00,15724,Bengaluru,Koramangala Biryani Co,Desserts,2,180,0.2,360,286.42,45,Delivered,3.8
728,2024-01-03 07:20:00,12427,Delhi,GK Desserts,Biryani,3,320,0.11,960,855.03,26,Delivered,4.5
10267,2024-01-03 16:30:00,13341,Hyderabad,Pizza Hub HYD,North Indian,2,280,0.09,560,507.04,36,Delivered,4.4
11420,2024-01-03 17:30:00,18646,Chennai,Velachery Biryani,North Indian,1,280,0.08,280,256.23,32,Delivered,4.2
3012,2024-01-03 20:00:00,13711,Mumbai,Powai Chinese,North Indian,3,280,0.09,840,763.17,39,Delivered,3.9
3743,2024-01-03 20:00:00,16704,Bengaluru,Darshini Express,Pizza,2,450,0.18,900,739.22,42,Delivered,3.6
2845,2024-01-03 20:10:00,18809,Pune,Kothrud Chinese,Desserts,2,180,0.15,360,306.58,41,Delivered,4.2
2357,2024-01-03 20:10:00,18523,Hyderabad,Paradise,Chinese,2,300,0.06,600,563.0,39,Delivered,4.2
5414,2024-01-03 20:40:00,11842,Bengaluru,Koramangala Biryani Co,Biryani,2,320,0.06,640,604.66,33,Delivered,4.9
8651,2024-01-03 20:50:00,19681,Delhi,Pizza Hub DEL,Biryani,2,320,0.03,640,623.25,38,Delivered,4.7
9360,2024-01-03 20:50:00,12814,Pune,Pizza Hub PNE,Burgers,1,250,0.18,250,204.26,40,Delivered,4.2
3872,2024-01-03 21:00:00,17974,Pune,Camp Biryani House,Pizza,2,450,0.25,900,671.47,39,Delivered,4.2
10548,2024-01-03 21:20:00,15315,Bengaluru,Namma Chinese,Desserts,4,180,0.09,720,652.0,48,Delivered,3.8
3124,2024-01-03 21:30:00,13219,Hyderabad,Nizam Bites,Burgers,2,250,0.18,500,411.09,48,Delivered,3.9
5425,2024-01-03 21:50:00,18226,Mumbai,Carter Desserts,Biryani,6,320,0.11,1920,1700.84,36,Delivered,4.7
7862,2024-01-03 23:10:00,17976,Hyderabad,Paradise,Desserts,1,180,0.17,180,149.83,41,Delivered,3.8
10511,2024-01-03 23:20:00,16994,Hyderabad,Paradise,South Indian,3,220,0.07,660,612.58,33,Delivered,4.9
6201,2024-01-04 00:20:00,14144,Chennai,OMR Burgers,South Indian,7,220,0.0,1540,1540.0,34,Delivered,4.4
6430,2024-01-04 00:40:00,15299,Delhi,Saket Chinese,Burgers,4,250,0.13,1000,865.36,27,Delivered,3.5
650,2024-01-04 02:10:00,15580,Hyderabad,Pizza Hub HYD,Burgers,2,250,0.16,500,419.48,31,Delivered,4.5
5384,2024-01-04 02:50:00,18683,Chennai,Adyar Ananda,Pizza,2,450,0.09,900,821.35,28,Delivered,4.1
9075,2024-01-04 03:40:00,15963,Bengaluru,Darshini Express,South Indian,3,220,0.0,660,659.06,32,Delivered,4.5
4427,2024-01-04 03:50:00,15428,Hyderabad,Bawarchi,North Indian,1,280,0.12,280,247.43,31,Delivered,4.6
6237,2024-01-04 04:20:00,14406,Pune,Kothrud Chinese,South Indian,2,220,0.03,440,428.59,27,Delivered,4.2
7500,2024-01-04 04:20:00,11362,Hyderabad,Bawarchi,Chinese,4,300,0.08,1200,1105.16,34,Delivered,5.0
11458,2024-01-04 04:30:00,17618,Pune,Burger Bay PNE,Burgers,2,250,0.15,500,422.85,33,Delivered,5.0
10483,2024-01-04 04:30:00,17176,Chennai,OMR Burgers,North Indian,3,280,0.06,840,791.84,34,Delivered,4.4
4976,2024-01-04 04:30:00,17977,Pune,Camp Biryani House,Pizza,3,450,0.19,1350,1099.98,32,Delivered,4.5
4061,2024-01-04 05:20:00,12748,Delhi,Saket Chinese,South Indian,3,220,0.0,660,657.62,43,Delivered,4.3
1842,2024-01-04 05:20:00,17935,Pune,Camp Biryani House,Chinese,3,300,0.12,900,791.59,37,Delivered,4.1
6930,2024-01-04 05:40:00,17055,Chennai,Adyar Ananda,North Indian,3,280,0.08,840,776.96,35,Delivered,4.5
11964,2024-01-04 05:50:00,11187,Mumbai,Andheri Spice,Biryani,1,320,0.01,320,316.43,36,Delivered,4.4
10373,2024-01-04 06:40:00,15775,Delhi,GK Desserts,South Indian,3,220,0.06,660,617.27,38,Delivered,4.4
1148,2024-01-04 16:10:00,11561,Bengaluru,Darshini Express,North Indian,4,280,0.02,1120,1094.08,45,Delivered,4.1
7655,2024-01-04 16:30:00,13706,Pune,Camp Biryani House,Desserts,7,180,0.04,1260,1208.12,34,Delivered,3.2
2600,2024-01-04 16:50:00,12927,Bengaluru,Taste of Indiranagar,Burgers,2,250,0.06,500,468.94,40,Delivered,4.7
8119,2024-01-04 19:20:00,17113,Bengaluru,Koramangala Biryani Co,North Indian,1,280,0.07,280,259.45,46,Delivered,3.7
2002,2024-01-04 19:20:00,18231,Hyderabad,Pizza Hub HYD,North Indian,4,280,0.13,1120,978.87,36,Delivered,4.2
8012,2024-01-04 19:40:00,10181,Chennai,Pizza Hub CHE,South Indian,4,220,0.1,880,793.89,45,Delivered,3.9
1550,2024-01-04 20:00:00,16082,Hyderabad,Paradise,Burgers,5,250,0.2,1250,996.1,40,Delivered,4.4
11592,2024-01-04 20:00:00,19131,Mumbai,Pizza Hub BOM,North Indian,4,280,0.1,1120,1012.5,49,Delivered,4.4
4925,2024-01-04 20:10:00,17465,Delhi,Pizza Hub DEL,Burgers,1,250,0.11,250,223.53,43,Delivered,4.2
7026,2024-01-04 20:10:00,15109,Hyderabad,Pizza Hub HYD,Biryani,2,320,0.06,640,603.45,34,Delivered,4.6
4955,2024-01-04 20:30:00,10201,Pune,FC Road Spice,Chinese,3,300,0.16,900,757.88,43,Delivered,4.2
8544,2024-01-04 20:40:00,15945,Pune,Camp Biryani House,North Indian,6,280,0.09,1680,1532.22,34,Delivered,4.2
714,2024-01-04 21:20:00,18164,Mumbai,Powai Chinese,North Indian,5,280,0.07,1400,1306.33,48,Delivered,4.6
6075,2024-01-04 21:30:00,13158,Mumbai,Andheri Spice,South Indian,2,220,0.0,440,440.0,54,Delivered,4.5
6074,2024-01-04 21:30:00,11004,Bengaluru,Namma Chinese,Biryani,2,320,0.07,640,593.16,41,Delivered,3.5
3913,2024-01-04 21:30:00,17466,Delhi,GK Desserts,South Indian,2,220,0.06,440,415.58,36,Delivered,4.1
8035,2024-01-04 21:30:00,16365,Hyderabad,Nizam Bites,North Indian,4,280,0.09,1120,1019.07,27,Delivered,4.7
4030,2024-01-04 21:50:00,18904,Pune,Camp Biryani House,Chinese,3,300,0.04,900,866.48,42,Delivered,4.2
3590,2024-01-04 22:00:00,16876,Mumbai,Andheri Spice,Chinese,5,300,0.09,1500,1370.33,37,Delivered,4.0
5733,2024-01-04 22:20:00,12662,Chennai,Velachery Biryani,Desserts,5,180,0.11,900,798.78,36,Delivered,4.5
5192,2024-01-04 23:40:00,17960,Bengaluru,Taste of Indiranagar,Burgers,3,250,0.15,750,640.22,34,Delivered,4.4
9249,2024-01-05 01:50:00,10783,Hyderabad,Chinese Bowl HYD,North Indian,1,280,0.11,280,248.26,33,Delivered,4.4
10975,2024-01-05 01:50:00,14342,Bengaluru,Koramangala Biryani Co,South Indian,4,220,0.06,880,823.19,42,Delivered,4.3
463,2024-01-05 03:00:00,15012,Bengaluru,Namma Chinese,Desserts,2,180,0.02,360,351.2,30,Delivered,4.0
5292,2024-01-05 03:10:00,16128,Delhi,GK Desserts,Chinese,3,300,0.12,900,791.43,38,Delivered,4.3
4101,2024-01-05 03:20:00,19165,Bengaluru,Namma Chinese,North Indian,2,280,0.05,560,529.27,48,Delivered,3.6
9566,2024-01-05 03:30:00,17061,Pune,FC Road Spice,South Indian,1,220,0.13,220,192.46,42,Delivered,4.3
5582,2024-01-05 03:30:00,18405,Pune,Kothrud Chinese,Pizza,5,450,0.23,2250,1728.25,28,Delivered,4.2
11230,2024-01-05 04:00:00,10069,Hyderabad,Nizam Bites,South Indian,2,220,0.06,440,413.73,30,Delivered,4.4
7731,2024-01-05 04:00:00,12099,Bengaluru,Taste of Indiranagar,North Indian,7,280,0.19,1960,1594.57,44,Delivered,4.0
6500,2024-01-05 04:20:00,10985,Bengaluru,Koramangala Biryani Co,Burgers,2,250,0.16,500,421.32,31,Delivered,4.3
866,2024-01-05 04:30:00,11021,Hyderabad,Nizam Bites,Chinese,1,300,0.1,300,270.19,32,Delivered,3.8
6278,2024-01-05 05:30:00,11936,Hyderabad,Paradise,Chinese,2,300,0.18,600,490.08,29,Delivered,3.9
6260,2024-01-05 05:30:00,10821,Mumbai,BKC Biryani Works,Burgers,3,250,0.12,750,662.08,32,Delivered,4.5
9427,2024-01-05 06:10:00,18819,Delhi,CP Kitchen,Biryani,8,320,0.03,2560,2489.7,24,Delivered,4.2
3627,2024-01-05 07:40:00,15009,Pune,FC Road Spice,Desserts,4,180,0.07,720,669.96,40,Delivered,4.5
1132,2024-01-05 16:50:00,17202,Chennai,Velachery Biryani,Biryani,3,320,0.04,960,917.12,18,Delivered,4.2
4888,2024-01-05 20:10:00,12277,Chennai,Pizza Hub CHE,South Indian,5,220,0.0,1100,1100.0,39,Delivered,4.2
9694,2024-01-05 20:30:00,13988,Bengaluru,Koramangala Biryani Co,Biryani,3,320,0.04,960,921.77,42,Delivered,4.3
5146,2024-01-05 21:40:00,18544,Mumbai,BKC Biryani Works,Biryani,2,320,0.12,640,562.29,36,Delivered,4.8
10399,2024-01-05 21:40:00,13399,Chennai,Adyar Ananda,North Indian,4,280,0.07,1120,1041.63,37,Delivered,4.0
2672,2024-01-05 22:00:00,16779,Mumbai,BKC Biryani Works,North Indian,3,280,0.04,840,805.16,41,Delivered,3.8
2971,2024-01-05 22:10:00,17728,Hyderabad,Chinese Bowl HYD,South Indian,1,220,0.07,220,204.42,33,Delivered,4.6
7278,2024-01-05 22:10:00,10381,Bengaluru,Pizza Hub BLR,Chinese,4,300,0.16,1200,1002.18,29,Delivered,3.9
2095,2024-01-05 22:40:00,14519,Chennai,Pizza Hub CHE,Desserts,1,180,0.17,180,150.08,45,Delivered,3.5
8480,2024-01-06 00:10:00,15406,Mumbai,Powai Chinese,Pizza,2,450,0.17,900,750.96,28,Delivered,4.9
5505,2024-01-06 02:30:00,14742,Bengaluru,Koramangala Biryani Co,South Indian,4,220,0.11,880,787.03,47,Delivered,4.1
1658,2024-01-06 03:00:00,17310,Hyderabad,Pizza Hub HYD,Biryani,3,320,0.0,960,958.16,32,Returned,
686,2024-01-06 03:10:00,16933,Bengaluru,Darshini Express,Pizza,5,450,0.22,2250,1760.97,48,Delivered,3.6
14,2024-01-06 03:10:00,19770,Mumbai,Andheri Spice,Biryani,2,320,0.09,640,584.46,35,Delivered,4.4
8796,2024-01-06 03:10:00,19215,Chennai,Adyar Ananda,North Indian,3,280,0.13,840,732.48,40,Delivered,4.5
11736,2024-01-06 03:20:00,18683,Mumbai,Powai Chinese,Biryani,3,320,0.04,960,916.86,37,Delivered,3.9
1361,2024-01-06 03:20:00,19850,Pune,FC Road Spice,Biryani,2,320,0.08,640,586.4,21,Delivered,4.3
2835,2024-01-06 03:20:00,18705,Hyderabad,Nizam Bites,South Indian,2,220,0.1,440,397.1,45,Delivered,4.4
3041,2024-01-06 03:30:00,12199,Pune,Burger Bay PNE,Biryani,2,320,0.08,640,589.11,30,Delivered,4.8
1463,2024-01-06 03:40:00,15212,Pune,FC Road Spice,South Indian,3,220,0.08,660,610.0,27,Delivered,4.3
519,2024-01-06 03:50:00,19784,Pune,Kothrud Chinese,Biryani,3,320,0.04,960,918.37,25,Delivered,4.6
6839,2024-01-06 04:10:00,13865,Bengaluru,Darshini Express,South Indian,2,220,0.11,440,391.57,39,Delivered,5.0
1797,2024-01-06 04:20:00,18037,Mumbai,Pizza Hub BOM,South Indian,2,220,0.14,440,379.57,42,Delivered,4.5
4085,2024-01-06 04:30:00,19532,Bengaluru,Darshini Express,North Indian,2,280,0.04,560,539.81,44,Delivered,4.6
8237,2024-01-06 04:40:00,14428,Bengaluru,Pizza Hub BLR,Chinese,2,300,0.06,600,565.42,34,Delivered,4.6
11936,2024-01-06 05:20:00,11589,Chennai,T Nagar Chinese,Pizza,5,450,0.23,2250,1735.32,31,Delivered,4.3
471,2024-01-06 05:30:00,13799,Pune,FC Road Spice,Desserts,2,180,0.08,360,330.31,51,Delivered,4.1
7646,2024-01-06 16:40:00,12751,Bengaluru,Koramangala Biryani Co,Biryani,3,320,0.06,960,906.32,23,Delivered,5.0
3130,2024-01-06 17:20:00,18106,Bengaluru,Namma Chinese,Biryani,4,320,0.1,1280,1147.86,31,Delivered,5.0
6342,2024-01-06 18:20:00,15966,Pune,Camp Biryani House,North Indian,2,280,0.03,560,545.75,36,Delivered,3.9
10664,2024-01-06 18:40:00,13224,Mumbai,Pizza Hub BOM,South Indian,2,220,0.1,440,396.46,42,Delivered,4.3
11865,2024-01-06 20:00:00,19249,Pune,Pizza Hub PNE,Chinese,2,300,0.11,600,533.31,51,Cancelled,
9315,2024-01-06 20:10:00,11876,Bengaluru,Taste of Indiranagar,North Indian,6,280,0.1,1680,1504.38,45,Delivered,4.1
4108,2024-01-06 20:10:00,13255,Mumbai,BKC Biryani Works,South Indian,3,220,0.05,660,627.57,43,Delivered,4.3
11212,2024-01-06 20:30:00,10762,Chennai,Velachery Biryani,Biryani,3,320,0.13,960,835.91,39,Delivered,4.9
8851,2024-01-06 20:30:00,12546,Bengaluru,Namma Chinese,South Indian,2,220,0.09,440,401.47,34,Returned,
7089,2024-01-06 20:40:00,10405,Chennai,T Nagar Chinese,Chinese,1,300,0.17,300,249.29,34,Delivered,4.6
10048,2024-01-06 20:50:00,19411,Delhi,CP Kitchen,Desserts,3,180,0.1,540,484.16,33,Delivered,4.0
8419,2024-01-06 21:00:00,12416,Chennai,OMR Burgers,Biryani,3,320,0.03,960,934.27,37,Cancelled,
6425,2024-01-06 21:30:00,12363,Pune,Camp Biryani House,Pizza,4,450,0.25,1800,1345.29,26,Delivered,4.7
3906,2024-01-06 21:40:00,19866,Hyderabad,Paradise,Burgers,1,250,0.09,250,227.4,27,Delivered,4.2
1018,2024-01-06 21:50:00,18665,Chennai,Velachery Biryani,Biryani,5,320,0.09,1600,1461.46,36,Delivered,4.7
1263,2024-01-06 21:50:00,19586,Pune,Camp Biryani House,North Indian,4,280,0.15,1120,956.51,42,Delivered,4.3
7817,2024-01-06 21:50:00,16809,Hyderabad,Chinese Bowl HYD,Desserts,4,180,0.15,720,611.82,32,Delivered,4.3
8376,2024-01-06 22:10:00,11078,Chennai,OMR Burgers,South Indian,4,220,0.08,880,813.47,46,Delivered,4.7
9453,2024-01-06 22:20:00,14439,Delhi,CP Kitchen,Burgers,2,250,0.17,500,416.36,36,Delivered,4.2
4874,2024-01-06 22:50:00,18565,Pune,Camp Biryani House,Chinese,6,300,0.09,1800,1646.66,39,Delivered,5.0
1450,2024-01-07 01:10:00,17697,Bengaluru,Namma Chinese,Burgers,3,250,0.11,750,665.7,31,Delivered,4.2
9553,2024-01-07 03:20:00,17818,Pune,Kothrud Chinese,South Indian,2,220,0.07,440,408.68,27,Delivered,4.7
3767,2024-01-07 03:30:00,13907,Bengaluru,Taste of Indiranagar,Pizza,2,450,0.18,900,739.9,35,Delivered,3.9
10105,2024-01-07 04:00:00,16605,Delhi,Karol Bagh Biryani,North Indian,3,280,0.09,840,767.55,42,Delivered,4.8
7225,2024-01-07 04:20:00,15016,Hyderabad,Chinese Bowl HYD,Biryani,6,320,0.03,1920,1864.03,32,Delivered,4.1
1211,2024-01-07 04:20:00,17339,Pune,Camp Biryani House,Pizza,3,450,0.19,1350,1096.05,19,Delivered,4.8
49,2024-01-07 04:20:00,15106,Hyderabad,Bawarchi,Burgers,8,250,0.21,2000,1589.03,33,Delivered,3.8
617,2024-01-07 05:10:00,11944,Delhi,Saket Chinese,Pizza,2,450,0.16,900,754.07,28,Delivered,4.3
6544,2024-01-07 05:20:00,11306,Mumbai,Andheri Spice,South Indian,3,220,0.06,660,621.45,39,Delivered,4.3
11037,2024-01-07 05:30:00,16163,Mumbai,Pizza Hub BOM,Biryani,3,320,0.1,960,861.97,28,Delivered,4.2
2876,2024-01-07 05:40:00,13381,Bengaluru,Pizza Hub BLR,Biryani,1,320,0.02,320,312.98,40,Delivered,4.2
2381,2024-01-07 05:50:00,11342,Delhi,Saket Chinese,Biryani,2,320,0.06,640,603.2,30,Delivered,4.7
1096,2024-01-07 07:00:00,17053,Delhi,Saket Chinese,South Indian,2,220,0.0,440,438.98,28,Delivered,4.3
9323,2024-01-07 07:10:00,15294,Bengaluru,Taste of Indiranagar,Desserts,1,180,0.14,180,155.35,34,Delivered,4.3
3037,2024-01-07 07:30:00,11549,Chennai,Pizza Hub CHE,Desserts,4,180,0.12,720,633.87,45,Delivered,4.1
9465,2024-01-07 19:10:00,12937,Delhi,Pizza Hub DEL,Chinese,2,300,0.1,600,540.3,35,Delivered,4.2
11152,2024-01-07 19:10:00,18892,Mumbai,BKC Biryani Works,North Indian,6,280,0.13,1680,1454.37,36,Delivered,4.6
1345,2024-01-07 20:10:00,17135,Pune,Camp Biryani House,Pizza,2,450,0.25,900,675.68,38,Cancelled,
1065,2024-01-07 20:30:00,16366,Hyderabad,Chinese Bowl HYD,South Indian,1,220,0.06,220,207.67,41,Delivered,4.0
2153,2024-01-07 20:50:00,18353,Bengaluru,Koramangala Biryani Co,North Indian,2,280,0.09,560,509.1,56,Delivered,4.1
2987,2024-01-07 20:50:00,13705,Delhi,CP Kitchen,North Indian,4,280,0.06,1120,1050.17,44,Delivered,4.3
4532,2024-01-07 21:20:00,19657,Hyderabad,Chinese Bowl HYD,Biryani,3,320,0.0,960,960.0,50,Returned,
